Yield_CT,Yield_NT,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST
38510.0,34320.0,No,40.63,22.8,maize,3,0,0,0.0,1.0,1.0,1.0,59.2,451.041,-391.841,24.14,33.02869,13.61848,Clay loam
39730.0,38900.0,No,40.63,22.8,maize,4,0,0,0.0,1.0,1.0,1.0,-22.5,449.864,-472.364,24.26,34.49054,13.94697,Clay loam
11020.0,9880.0,No,36.15,117.15,maize,4,0,0,0.0,0.0,,,735.2,491.109,244.091,24.64,31.96877,12.9865,Loam
9420.0,8770.0,No,36.15,117.15,maize,5,0,0,0.0,0.0,,,493.0,502.576,-9.576,24.74,30.7404,14.17649,Loam
11190.0,8830.0,No,36.15,117.15,maize,6,0,0,0.0,0.0,,,711.1,484.243,226.857,24.72,29.1745,15.00146,Loam
12190.0,9830.0,No,36.15,117.15,maize,7,0,0,0.0,0.0,,,607.7,481.309,126.391,24.22,28.89053,14.78278,Loam
12230.0,10110.0,No,36.15,117.15,maize,8,0,0,0.0,0.0,,,582.1,484.971,97.129,24.72,31.93949,14.27101,Loam
9860.0,1039.0,No,36.15,117.15,maize,9,0,0,0.0,0.0,,,667.9,490.306,177.594,24.9,30.93137,14.3198,Loam
9790.0,10030.0,Yes,36.15,117.15,maize,10,0,0,0.0,0.0,,,624.8,459.706,165.094,24.3,30.68375,13.91643,Loam
9600.0,9940.0,Yes,36.15,117.15,maize,11,0,0,0.0,0.0,,,352.7,501.45,-148.75,24.94,31.17863,14.97201,Loam
9570.0,9850.0,Yes,36.15,117.15,maize,12,0,0,0.0,0.0,,,638.2,514.105,124.095,25.58,31.91923,15.36537,Loam
9270.0,9000.0,No,36.15,117.15,maize,13,0,0,0.0,0.0,,,511.3,475.012,36.288,24.56,30.86967,14.50998,Loam
9880.0,11530.0,Yes,36.15,117.15,maize,14,0,0,0.0,0.0,,,419.8,493.023,-73.223,24.64,30.59527,14.74351,Loam
10360.0,11170.0,Yes,36.15,117.15,maize,15,0,0,0.0,0.0,,,652.3,478.813,173.487,25.14,30.62091,14.37951,Loam
11770.0,9670.0,No,36.15,117.15,maize,16,0,0,0.0,0.0,,,516.0,507.407,8.593,25.86,31.37471,15.71542,Loam
11050.0,10210.0,No,36.15,117.15,maize,4,0,0,0.0,1.0,,,735.2,491.109,244.091,24.64,31.96877,12.9865,Loam
9680.0,9750.0,Yes,36.15,117.15,maize,5,0,0,0.0,1.0,,,493.0,502.576,-9.576,24.74,30.7404,14.17649,Loam
9390.0,10250.0,Yes,36.15,117.15,maize,6,0,0,0.0,1.0,,,711.1,484.243,226.857,24.72,29.1745,15.00146,Loam
13260.0,10600.0,No,36.15,117.15,maize,7,0,0,0.0,1.0,,,607.7,481.309,126.391,24.22,28.89053,14.78278,Loam
11740.0,12480.0,Yes,36.15,117.15,maize,8,0,0,0.0,1.0,,,582.1,484.971,97.129,24.72,31.93949,14.27101,Loam
10580.0,11640.0,Yes,36.15,117.15,maize,9,0,0,0.0,1.0,,,667.9,490.306,177.594,24.9,30.93137,14.3198,Loam
12380.0,13520.0,Yes,36.15,117.15,maize,10,0,0,0.0,1.0,,,624.8,459.706,165.094,24.3,30.68375,13.91643,Loam
10260.0,10400.0,Yes,36.15,117.15,maize,11,0,0,0.0,1.0,,,352.7,501.45,-148.75,24.94,31.17863,14.97201,Loam
9660.0,11060.0,Yes,36.15,117.15,maize,12,0,0,0.0,1.0,,,638.2,514.105,124.095,25.58,31.91923,15.36537,Loam
9380.0,11480.0,Yes,36.15,117.15,maize,13,0,0,0.0,1.0,,,511.3,475.012,36.288,24.56,30.86967,14.50998,Loam
12270.0,12840.0,Yes,36.15,117.15,maize,14,0,0,0.0,1.0,,,419.8,493.023,-73.223,24.64,30.59527,14.74351,Loam
13570.0,12460.0,No,36.15,117.15,maize,15,0,0,0.0,1.0,,,652.3,478.813,173.487,25.14,30.62091,14.37951,Loam
13530.0,11980.0,No,36.15,117.15,maize,16,0,0,0.0,1.0,,,516.0,507.407,8.593,25.86,31.37471,15.71542,Loam
7840.17,7959.04,Yes,29.85,115.55,rice,1,0,0,0.0,1.0,1.0,1.0,656.6,526.348,130.252,26.46,32.28531,16.68541,Clay loam
8778.23,8776.18,No,29.85,115.55,rice,2,0,0,0.0,1.0,1.0,1.0,829.8,457.217,372.583,25.3,29.38477,15.90062,Clay loam
6920.0,6590.0,No,36.15,117.15,wheat.winter,3,0,0,0.0,0.0,,,719.7,631.718,87.982,14.43,31.96877,-7.02098,Loam
7140.0,6680.0,No,36.15,117.15,wheat.winter,4,0,0,0.0,0.0,,,710.9,638.648,72.252,14.99,30.7404,-5.86465,Loam
6900.0,7650.0,Yes,36.15,117.15,wheat.winter,6,0,0,0.0,0.0,,,721.1,612.669,108.431,14.46,27.84801,-5.84542,Loam
7850.0,7600.0,No,36.15,117.15,wheat.winter,7,0,0,0.0,0.0,,,706.5,638.43,68.07,15.26,31.93949,-7.11795,Loam
7330.0,7690.0,Yes,36.15,117.15,wheat.winter,8,0,0,0.0,0.0,,,401.0,607.088,-206.088,14.14,29.53691,-6.14004,Loam
7120.0,7320.0,Yes,36.15,117.15,wheat.winter,10,0,0,0.0,0.0,,,616.1,625.228,-9.128,14.7,30.22207,-5.86034,Loam
7060.0,6680.0,No,36.15,117.15,wheat.winter,11,0,0,0.0,0.0,,,1068.2,613.076,455.124,14.29,29.39292,-5.40834,Loam
6770.0,6040.0,No,36.15,117.15,wheat.winter,12,0,0,0.0,0.0,,,406.1,618.035,-211.935,15.34,28.39977,-4.87533,Loam
7490.0,7540.0,Yes,36.15,117.15,wheat.winter,13,0,0,0.0,0.0,,,712.6,604.246,108.354,15.0,29.27638,-5.52223,Loam
8100.0,7650.0,No,36.15,117.15,wheat.winter,14,0,0,0.0,0.0,,,612.5,609.274,3.226,15.14,29.52993,-6.57875,Loam
8140.0,7380.0,No,36.15,117.15,wheat.winter,15,0,0,0.0,0.0,,,574.6,632.358,-57.758,15.88,29.51334,-3.62093,Loam
7020.0,6740.0,No,36.15,117.15,wheat.winter,3,0,0,0.0,1.0,,,719.7,631.718,87.982,14.43,31.96877,-7.02098,Loam
7340.0,6940.0,No,36.15,117.15,wheat.winter,4,0,0,0.0,1.0,,,710.9,638.648,72.252,14.99,30.7404,-5.86465,Loam
7300.0,7380.0,Yes,36.15,117.15,wheat.winter,6,0,0,0.0,1.0,,,721.1,612.669,108.431,14.46,27.84801,-5.84542,Loam
8050.0,7900.0,No,36.15,117.15,wheat.winter,7,0,0,0.0,1.0,,,706.5,638.43,68.07,15.26,31.93949,-7.11795,Loam
7580.0,7900.0,Yes,36.15,117.15,wheat.winter,8,0,0,0.0,1.0,,,401.0,607.088,-206.088,14.14,29.53691,-6.14004,Loam
7660.0,7230.0,No,36.15,117.15,wheat.winter,10,0,0,0.0,1.0,,,616.1,625.228,-9.128,14.7,30.22207,-5.86034,Loam
7400.0,7410.0,Yes,36.15,117.15,wheat.winter,11,0,0,0.0,1.0,,,1068.2,613.076,455.124,14.29,29.39292,-5.40834,Loam
7240.0,7390.0,Yes,36.15,117.15,wheat.winter,12,0,0,0.0,1.0,,,406.1,618.035,-211.935,15.34,28.39977,-4.87533,Loam
8130.0,8200.0,Yes,36.15,117.15,wheat.winter,13,0,0,0.0,1.0,,,712.6,604.246,108.354,15.0,29.27638,-5.52223,Loam
8290.0,8300.0,Yes,36.15,117.15,wheat.winter,14,0,0,0.0,1.0,,,612.5,609.274,3.226,15.14,29.52993,-6.57875,Loam
8590.0,8020.0,No,36.15,117.15,wheat.winter,15,0,0,0.0,1.0,,,574.6,632.358,-57.758,15.88,29.51334,-3.62093,Loam
7412.1,6908.7,No,36.15,117.15,wheat.winter,1,0,0,0.0,1.0,,,612.5,609.274,3.226,15.14,29.52993,-6.57875,Loam
8843.9,7783.5,No,36.15,117.15,wheat.winter,2,0,0,0.0,1.0,,,574.6,632.358,-57.758,15.88,29.51334,-3.62093,Loam
2200.0,1860.0,No,41.18,-0.45,barley.winter,5,0,0,0.0,1.0,1.0,1.0,313.9000025,455.38919,-141.489,8.314285684,25.09141235,-2.997487468,Clay loam
440.0,420.0,No,41.86,-0.78,barley.winter,6,0,0,0.0,1.0,1.0,1.0,148.0000057,387.049916,-239.05,15.00000017,25.53370125,-0.460864375,Loam
410.0,580.0,Yes,41.86,-0.78,barley.winter,6,0,0,0.0,1.0,1.0,1.0,148.0000057,387.049916,-239.05,15.00000017,25.53370125,-0.460864375,Loam
970.0,360.0,No,41.18,-0.45,barley.winter,6,0,0,0.0,1.0,1.0,1.0,247.6000023,435.7498791,-188.15,8.60000016,21.47814548,-4.759965958,Clay loam
1370.0,130.0,No,41.18,-0.45,barley.winter,6,0,0,0.0,1.0,1.0,1.0,247.6000023,435.7498791,-188.15,8.60000016,21.47814548,-4.759965958,Clay loam
3100.0,3250.0,Yes,42.18,-0.45,barley.winter,6,0,0,0.0,1.0,1.0,1.0,170.5999961,396.7436332,-226.144,13.57142867,25.55989124,-0.319169537,Loam
2450.0,1430.0,No,37.7,-5.33,barley.winter,5,0,0,0.0,1.0,1.0,1.0,318.0000038,545.7425154,-227.743,19.49999986,32.687087,4.406250984,Clay loam
4700.0,4700.0,No,37.77,-4.52,wheat.winter,2,1,1,0.0,1.0,1.0,1.0,627.0,392.54,234.46,15.51429,24.80547,5.69511,Clay loam
5060.0,4500.0,No,37.77,-4.52,wheat.winter,4,1,1,0.0,1.0,1.0,1.0,625.6,433.927,191.673,17.17143,27.65382,5.30219,Clay loam
2790.0,2510.0,No,37.77,-4.52,wheat.winter,5,1,1,0.0,1.0,1.0,1.0,430.8,412.71,18.09,15.37143,27.39674,3.70864,Clay loam
1930.0,1910.0,No,37.77,-4.52,wheat.winter,6,1,1,0.0,1.0,1.0,1.0,382.1,399.855,-17.755,15.3,28.10114,1.78252,Clay loam
4659.0,3690.0,No,37.77,-4.52,wheat.winter,10,1,1,0.0,0.0,1.0,1.0,769.9,405.954,363.946,17.1,25.12262,5.24373,Clay loam
1869.0,1459.0,No,37.77,-4.52,wheat.winter,11,1,1,0.0,0.0,1.0,1.0,749.4,415.65,333.75,17.38571,26.0605,7.45046,Clay loam
2197.0,2628.0,Yes,37.77,-4.52,wheat.winter,20,1,1,0.0,1.0,1.0,1.0,261.3,420.519,-159.219,16.64286,29.39053,4.33515,Clay loam
2429.0,2846.0,Yes,37.77,-4.52,wheat.winter,20,1,1,0.0,1.0,1.0,1.0,261.3,420.519,-159.219,16.64286,29.39053,4.33515,Clay loam
2354.0,1712.0,No,37.77,-4.52,wheat.winter,21,1,1,0.0,1.0,1.0,1.0,387.6,399.933,-12.333,15.85714,26.47265,3.55443,Clay loam
2592.0,2084.0,No,37.77,-4.52,wheat.winter,21,1,1,0.0,1.0,1.0,1.0,387.6,399.933,-12.333,15.85714,26.47265,3.55443,Clay loam
4540.0,4823.0,Yes,37.77,-4.52,wheat.winter,18,1,1,0.0,1.0,1.0,1.0,477.0,424.664,52.336,16.42857,23.81706,6.54283,Clay loam
4094.0,4940.0,Yes,37.77,-4.52,wheat.winter,18,1,1,0.0,1.0,1.0,1.0,477.0,424.664,52.336,16.42857,23.81706,6.54283,Clay loam
7172.0,7677.0,Yes,25.38,-100.98,maize,1,0,0,0.0,1.0,,,381.8999939,629.0631115,-247.163,18.30000033,29.49209391,7.686455282,Sandy loam
6389.0,7677.0,Yes,25.38,-100.98,maize,1,0,0,0.0,1.0,,,381.8999939,629.0631115,-247.163,18.30000033,29.49209391,7.686455282,Sandy loam
3810.0,3940.0,Yes,64.68,25.08,barley.spring,1,0,0,0.0,0.0,1.0,1.0,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
5090.0,4990.0,No,64.68,25.08,barley.spring,1,0,0,0.0,0.0,1.0,1.0,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
4650.0,4990.0,Yes,64.68,25.08,barley.spring,1,0,0,0.0,0.0,1.0,1.0,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
3980.0,3610.0,No,64.68,25.08,barley.spring,1,0,0,0.0,0.0,1.0,1.0,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
4080.0,3420.0,No,64.68,25.08,barley.spring,1,0,0,0.0,0.0,0.0,0.0,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
3470.0,3650.0,Yes,64.68,25.08,barley.spring,2,0,0,0.0,0.0,1.0,1.0,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
3570.0,3610.0,Yes,64.68,25.08,barley.spring,2,0,0,0.0,0.0,1.0,1.0,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
3820.0,3610.0,No,64.68,25.08,barley.spring,2,0,0,0.0,0.0,1.0,1.0,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
3630.0,2020.0,No,64.68,25.08,barley.spring,2,0,0,0.0,0.0,0.0,0.0,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
4260.0,2190.0,No,64.68,25.08,barley.spring,2,0,0,0.0,0.0,1.0,1.0,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
4080.0,3730.0,No,64.68,25.08,barley.spring,3,0,0,0.0,0.0,1.0,1.0,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
5020.0,4340.0,No,64.68,25.08,barley.spring,3,0,0,0.0,0.0,1.0,1.0,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
4880.0,4340.0,No,64.68,25.08,barley.spring,3,0,0,0.0,0.0,1.0,1.0,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
4050.0,3240.0,No,64.68,25.08,barley.spring,3,0,0,0.0,0.0,0.0,0.0,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
4040.0,3070.0,No,64.68,25.08,barley.spring,3,0,0,0.0,0.0,1.0,1.0,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
3700.0,5640.0,Yes,43.18,-89.92,maize,2,0,0,0.0,1.0,1.0,1.0,702.1,467.075,235.025,17.26667,26.88171,2.43886,Loam
6460.0,6650.0,Yes,43.18,-89.92,maize,2,0,0,0.0,1.0,1.0,1.0,702.1,467.075,235.025,17.26667,26.88171,2.43886,Loam
9410.0,10470.0,Yes,43.18,-89.92,maize,3,0,0,0.0,1.0,1.0,1.0,625.2,486.026,139.174,18.05,29.05464,3.61372,Loam
1820.0,1630.0,No,43.18,-89.92,maize,3,0,0,0.0,1.0,1.0,1.0,625.2,486.026,139.174,18.05,29.05464,3.61372,Loam
6080.0,5330.0,No,43.18,-89.92,maize,5,0,0,0.0,1.0,1.0,1.0,903.7,427.094,476.606,16.45,27.0668,2.41443,Loam
8090.0,4580.0,No,43.18,-89.92,maize,5,0,0,0.0,1.0,1.0,1.0,903.7,427.094,476.606,16.45,27.0668,2.41443,Loam
2760.0,4140.0,Yes,43.18,-89.92,maize,6,0,0,0.0,1.0,1.0,1.0,583.7,489.624,94.076,17.08333,27.4853,5.79155,Loam
5200.0,3570.0,No,43.18,-89.92,maize,6,0,0,0.0,1.0,1.0,1.0,583.7,489.624,94.076,17.08333,27.4853,5.79155,Loam
3010.0,2010.0,No,43.18,-89.92,soybean,5,0,0,0.0,1.0,1.0,1.0,766.0,347.202,418.798,16.76,27.0668,2.41443,Loam
3140.0,2190.0,No,43.18,-89.92,soybean,6,0,0,0.0,1.0,1.0,1.0,527.1,389.713,137.387,17.68,27.4853,5.79155,Loam
7848.0,8235.0,Yes,30.4,104.6,rice,1,0,0,0.0,1.0,0.0,0.0,775.1,397.829,377.271,23.64,28.28193,16.43663,Loam
8196.0,9008.0,Yes,30.4,104.6,rice,2,0,0,0.0,1.0,0.0,0.0,1029.7,451.678,578.022,24.26,29.38687,16.07337,Loam
8273.0,8660.0,Yes,30.4,104.6,rice,3,0,0,0.0,1.0,0.0,0.0,858.2,399.9,458.3,23.46,28.43393,15.30576,Loam
8737.0,9046.0,Yes,30.4,104.6,rice,4,0,0,0.0,1.0,0.0,0.0,916.0,400.708,515.292,23.84,27.96866,16.434,Loam
7036.0,8119.0,Yes,30.4,104.6,rice,5,0,0,0.0,1.0,0.0,0.0,967.6,462.874,504.726,24.44,29.55438,15.92246,Loam
9781.0,10709.0,Yes,30.4,104.6,rice,6,0,0,0.0,1.0,0.0,0.0,776.6,466.071,310.529,24.56,30.20104,15.77936,Loam
5810.0,5550.0,No,31.53,120.68,wheat.winter,1,0,0,0.0,0.0,1.0,1.0,744.6,586.109,158.491,16.95,28.49724,1.33219,Loam
5190.0,4920.0,No,31.53,120.68,wheat.winter,1,0,0,0.0,0.0,0.0,0.0,744.6,586.109,158.491,16.95,28.49724,1.33219,Loam
5580.0,5240.0,No,31.53,120.68,wheat.winter,1,0,0,0.0,0.0,1.0,1.0,744.6,586.109,158.491,16.95,28.49724,1.33219,Loam
1830.0,1650.0,No,31.53,120.68,wheat.winter,1,0,0,0.0,0.0,0.0,0.0,744.6,586.109,158.491,16.95,28.49724,1.33219,Loam
1732.0,2160.0,Yes,-33.28,18.7,wheat.spring,25,1,1,,,1.0,1.0,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
1911.0,2277.0,Yes,-33.28,18.7,wheat.spring,25,1,1,,,1.0,1.0,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2078.0,2410.0,Yes,-33.28,18.7,wheat.spring,25,1,1,,,1.0,1.0,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2142.0,2281.0,Yes,-33.28,18.7,wheat.spring,25,0,0,,,1.0,1.0,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2036.0,2068.0,Yes,-33.28,18.7,wheat.spring,25,0,0,,,1.0,1.0,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2049.0,1839.0,No,-33.28,18.7,wheat.spring,25,0,0,,,1.0,1.0,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
3328.0,2666.0,No,-33.28,18.7,wheat.spring,26,0,0,,,1.0,1.0,137.2000003,314.1884913,-176.988,18.61428561,26.68632943,8.300244141,Sandy loam
3341.0,2281.0,No,-33.28,18.7,wheat.spring,26,0,0,,,1.0,1.0,137.2000003,314.1884913,-176.988,18.61428561,26.68632943,8.300244141,Sandy loam
3106.0,1492.0,No,-33.28,18.7,wheat.spring,26,0,0,,,1.0,1.0,137.2000003,314.1884913,-176.988,18.61428561,26.68632943,8.300244141,Sandy loam
5110.0,5310.0,Yes,45.7,-118.6,barley.spring,2,0,0,0.0,1.0,1.0,1.0,455.7,526.671,-70.971,6.7625,28.39421,-4.16767,Loam
3430.0,2910.0,No,45.7,-118.6,barley.spring,2,0,0,0.0,1.0,1.0,1.0,455.7,526.671,-70.971,6.7625,28.39421,-4.16767,Loam
4370.0,3340.0,No,45.7,-118.6,barley.spring,3,0,0,0.0,1.0,1.0,1.0,342.5,514.609,-172.109,5.4625,26.14112,-4.71577,Loam
3960.0,1230.0,No,45.7,-118.6,barley.spring,3,0,0,0.0,1.0,1.0,1.0,342.5,514.609,-172.109,5.4625,26.14112,-4.71577,Loam
5890.0,4370.0,No,45.7,-118.6,barley.spring,4,0,0,0.0,1.0,1.0,1.0,385.5,560.195,-174.695,6.55,26.27565,-4.93384,Loam
3700.0,810.0,No,45.7,-118.6,barley.spring,4,0,0,0.0,1.0,1.0,1.0,385.5,560.195,-174.695,6.55,26.27565,-4.93384,Loam
4640.0,3990.0,No,45.7,-118.6,barley.spring,5,0,0,0.0,1.0,1.0,1.0,273.7,537.707,-264.007,6.2,28.22973,-6.48255,Loam
3650.0,2020.0,No,45.7,-118.6,barley.spring,5,0,0,0.0,1.0,1.0,1.0,273.7,537.707,-264.007,6.2,28.22973,-6.48255,Loam
2780.0,1970.0,No,45.7,-118.6,barley.spring,6,0,0,0.0,1.0,1.0,1.0,301.6,535.377,-233.777,5.9,28.05218,-5.94438,Loam
3380.0,2330.0,No,45.7,-118.6,barley.spring,6,0,0,0.0,1.0,1.0,1.0,301.6,535.377,-233.777,5.9,28.05218,-5.94438,Loam
3140.0,3160.0,Yes,45.7,-118.6,barley.spring,7,0,0,0.0,1.0,1.0,1.0,379.0,560.934,-181.934,7.275,29.28298,-5.33476,Loam
2670.0,1300.0,No,45.7,-118.6,barley.spring,7,0,0,0.0,1.0,1.0,1.0,379.0,560.934,-181.934,7.275,29.28298,-5.33476,Loam
4070.0,4030.0,No,45.7,-118.6,wheat.spring,2,0,0,0.0,1.0,1.0,1.0,272.6,559.721,-287.121,11.58333,28.39421,-0.85742,Loam
2990.0,2780.0,No,45.7,-118.6,wheat.spring,2,0,0,0.0,1.0,1.0,1.0,272.6,559.721,-287.121,11.58333,28.39421,-0.85742,Loam
3600.0,2910.0,No,45.7,-118.6,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,139.7,552.464,-412.764,9.71667,26.14112,-3.70182,Loam
2820.0,1870.0,No,45.7,-118.6,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,139.7,552.464,-412.764,9.71667,26.14112,-3.70182,Loam
4650.0,2880.0,No,45.7,-118.6,wheat.spring,4,0,0,0.0,1.0,1.0,1.0,196.9,582.62,-385.72,10.8,26.27565,-0.3756,Loam
2310.0,1050.0,No,45.7,-118.6,wheat.spring,4,0,0,0.0,1.0,1.0,1.0,196.9,582.62,-385.72,10.8,26.27565,-0.3756,Loam
2900.0,2410.0,No,45.7,-118.6,wheat.spring,5,0,0,0.0,1.0,1.0,1.0,163.4,563.919,-400.519,11.0,28.22973,-1.56371,Loam
1680.0,1310.0,No,45.7,-118.6,wheat.spring,5,0,0,0.0,1.0,1.0,1.0,163.4,563.919,-400.519,11.0,28.22973,-1.56371,Loam
1320.0,1130.0,No,45.7,-118.6,wheat.spring,6,0,0,0.0,1.0,1.0,1.0,157.9,569.586,-411.686,10.7,28.05218,-0.74344,Loam
2230.0,1780.0,No,45.7,-118.6,wheat.spring,6,0,0,0.0,1.0,1.0,1.0,157.9,569.586,-411.686,10.7,28.05218,-0.74344,Loam
2110.0,1690.0,No,45.7,-118.6,wheat.spring,7,0,0,0.0,1.0,1.0,1.0,167.5999964,585.12679,-417.527,11.81666684,29.28298261,-0.373458099,Loam
2280.0,1540.0,No,45.7,-118.6,wheat.spring,7,0,0,0.0,1.0,1.0,1.0,167.6,585.127,-417.527,11.81667,29.28298,-0.37346,Loam
5240.0,4220.0,No,45.7,-118.6,wheat.winter,2,0,0,0.0,1.0,1.0,1.0,603.5,609.075,-5.575,5.16364,26.14112,-6.40473,Loam
3700.0,2370.0,No,45.7,-118.6,wheat.winter,2,0,0,0.0,1.0,1.0,1.0,603.5,609.075,-5.575,5.16364,26.14112,-6.40473,Loam
2810.0,4000.0,Yes,45.7,-118.6,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,581.1,648.738,-67.638,6.70909,26.27565,-4.93384,Loam
2780.0,3850.0,Yes,45.7,-118.6,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,581.1,648.738,-67.638,6.70909,26.27565,-4.93384,Loam
4190.0,4550.0,Yes,45.7,-118.6,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,435.2,627.866,-192.666,5.92727,28.22973,-6.62044,Loam
2510.0,1520.0,No,45.7,-118.6,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,435.2,627.866,-192.666,5.92727,28.22973,-6.62044,Loam
2580.0,3030.0,Yes,45.7,-118.6,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,501.0,623.274,-122.274,5.82727,28.05218,-5.94438,Loam
3900.0,3730.0,No,45.7,-118.6,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,501.0,623.274,-122.274,5.82727,28.05218,-5.94438,Loam
2530.0,2240.0,No,45.7,-118.6,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,517.0,657.362,-140.362,7.13636,29.28298,-5.33476,Loam
1630.0,900.0,No,45.7,-118.6,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,517.0,657.362,-140.362,7.13636,29.28298,-5.33476,Loam
2510.0,2740.0,Yes,45.7,-118.6,wheat.winter,7,0,0,0.0,1.0,1.0,1.0,686.7,644.25,42.45,6.48182,27.5042,-6.10134,Loam
2190.0,1400.0,No,45.7,-118.6,wheat.winter,7,0,0,0.0,1.0,1.0,1.0,686.7,644.25,42.45,6.48182,27.5042,-6.10134,Loam
2636.0,2222.0,No,20.46,85.87,rice,3,1,1,0.0,0.0,1.0,1.0,1668.8,550.411,1118.389,27.63333,32.56129,18.89603,Sandy loam
2073.0,1306.0,No,20.46,85.87,rice,4,1,1,0.0,0.0,1.0,1.0,958.5,572.469,386.031,27.91667,35.15304,19.04987,Sandy loam
2620.0,2018.0,No,20.46,85.87,rice,5,1,1,0.0,0.0,1.0,1.0,1120.0,583.639,536.361,28.3,34.41824,19.74432,Sandy loam
5890.0,5550.0,No,52.43,16.28,barley.spring,5,1,1,0.0,1.0,1.0,1.0,199.2,379.473,-180.273,15.4,26.06206,3.22512,Sandy loam
6280.0,5590.0,No,52.43,16.28,barley.spring,6,1,1,0.0,1.0,1.0,1.0,233.6,347.714,-114.114,13.88,25.60582,4.5323,Sandy loam
5910.0,5880.0,No,52.43,16.28,barley.spring,7,1,1,0.0,1.0,1.0,1.0,253.9,363.752,-109.852,14.24,25.20625,3.59635,Sandy loam
4950.0,4540.0,No,52.43,16.28,barley.spring,8,1,1,0.0,1.0,1.0,1.0,274.3,376.435,-102.135,15.38,30.25795,4.81095,Sandy loam
670.0,1014.0,Yes,52.87,-104.33,barley.spring,5,1,1,1.0,1.0,1.0,1.0,230.1,394.657,-164.557,14.5,26.48307,-0.63542,Clay loam
3336.0,3200.0,No,52.87,-104.33,wheat.winter,7,1,1,1.0,1.0,1.0,1.0,602.9,450.053,152.847,2.78333,23.22361,-22.8144,Clay loam
2847.0,2668.0,No,52.87,-104.33,wheat.winter,7,1,1,1.0,1.0,1.0,1.0,602.9,450.053,152.847,2.78333,23.22361,-22.8144,Clay loam
3338.0,3089.0,No,52.87,-104.33,wheat.winter,7,1,1,1.0,1.0,1.0,1.0,602.9,450.053,152.847,2.78333,23.22361,-22.8144,Clay loam
2063.0,1822.0,No,52.87,-104.33,wheat.winter,7,1,1,1.0,1.0,1.0,1.0,602.9,450.053,152.847,2.78333,23.22361,-22.8144,Clay loam
4493.0,4442.0,No,52.87,-104.33,barley.spring,1,0,0,1.0,1.0,1.0,1.0,217.9,409.632,-191.732,15.36,26.46072,4.87551,Clay loam
3476.0,3462.0,No,52.87,-104.33,wheat.winter,3,1,1,1.0,1.0,1.0,1.0,202.3,498.813,-296.513,3.25833,27.19777,-25.86796,Clay loam
2710.0,2830.0,Yes,53.5,-112.1,barley.spring,2,0,0,0.0,1.0,1.0,1.0,355.4,378.55,-23.15,13.16,22.64745,3.65598,Loam
2110.0,1690.0,No,53.5,-112.1,barley.spring,3,0,0,0.0,1.0,1.0,1.0,334.4,386.37,-51.97,13.36,25.27202,3.32891,Loam
3220.0,3520.0,Yes,53.5,-112.1,barley.spring,4,0,0,0.0,1.0,1.0,1.0,285.9,382.456,-96.556,13.1,24.64523,3.03691,Loam
850.0,1110.0,Yes,53.5,-112.1,barley.spring,7,0,0,0.0,1.0,1.0,1.0,289.4,398.892,-109.492,14.16,22.84432,4.83418,Loam
